City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Varginha,BR,-21.5514,-45.4303,68.09,66,86,2.68,overcast clouds
343,Pensacola,US,30.4213,-87.2169,84.29,64,1,9.22,clear sky
344,Alofi,NU,-19.0595,-169.9187,78.69,65,54,5.75,broken clouds
345,Ornes,NO,66.8689,13.7078,55.51,82,98,8.99,overcast clouds
346,Newton,US,42.337,-71.2092,67.86,57,1,4.0,clear sky
347,Camacha,PT,33.0833,-16.3333,66.96,77,0,0.0,clear sky
348,General Roca,AR,-39.0333,-67.5833,59.4,18,47,1.43,scattered clouds
349,Mago,RU,53.2514,140.1822,48.9,65,86,2.53,overcast clouds
350,Yeovil,GB,50.9416,-2.6321,64.09,85,40,16.11,scattered clouds
351,Fairbanks,US,64.8378,-147.7164,36.1,75,75,4.61,light snow
352,Kununurra,AU,-15.7667,128.7333,75.18,73,69,1.14,broken clouds
353,Filadelfia,US,39.9523,-75.1638,71.94,46,1,1.99,clear sky
354,Norman Wells,CA,65.282,-126.8329,37.44,65,75,9.22,broken clouds
355,Charters Towers,AU,-20.1,146.2667,74.01,53,7,10.85,clear sky
356,Ranong,TH,9.9658,98.6348,76.23,86,86,2.86,overcast clouds
357,Torbay,CA,47.6666,-52.7314,55.67,84,75,8.05,broken clouds
358,Pevek,RU,69.7008,170.3133,30.33,97,100,22.41,snow
359,Olden,NO,61.8364,6.8064,59.11,79,80,8.72,broken clouds
360,Gizo,SB,-8.103,156.8419,83.32,70,97,3.62,overcast clouds
361,Asau,RO,46.4333,26.4,58.28,88,1,1.68,light rain
362,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.93,81,61,18.19,broken clouds
363,Anloga,GH,5.7947,0.8973,77.22,84,98,7.94,light rain
364,Moranbah,AU,-22.0016,148.0466,72.91,55,32,17.43,scattered clouds
365,Dali,CN,25.7,100.1833,57.31,91,20,0.4,few clouds
366,Hami,CN,42.8,93.45,60.49,25,0,5.03,clear sky
367,Caravelas,BR,-17.7125,-39.2481,73.24,75,57,9.62,broken clouds
368,Zyryanka,RU,65.75,150.85,36.66,78,100,4.76,overcast clouds
369,Sao Filipe,CV,14.8961,-24.4956,79.02,79,44,5.82,scattered clouds
370,Manzanillo,CU,20.3433,-77.1167,81.72,77,52,2.06,broken clouds
371,Itaueira,BR,-7.6033,-43.0256,90.21,27,33,11.14,scattered clouds
372,Plettenberg Bay,ZA,-34.0527,23.3716,60.06,83,13,5.1,few clouds
373,Lagoa,PT,39.05,-27.9833,66.92,66,82,21.14,broken clouds
374,Hollins,US,37.3413,-79.9431,72.82,64,3,1.01,clear sky
375,Thasos,GR,40.6853,24.6532,65.44,61,0,3.06,clear sky
376,Severomuysk,RU,56.1481,113.4267,18.57,95,98,6.53,overcast clouds
377,Labuhan,ID,-6.8844,112.2051,76.71,84,19,7.56,few clouds
378,Paita,PE,-5.0892,-81.1144,65.89,84,72,14.34,broken clouds
379,Joson,PH,15.9257,120.9912,76.26,89,41,3.74,scattered clouds
380,Do Gonbadan,IR,30.3586,50.7981,69.89,30,0,0.0,clear sky
381,Palmer,US,42.1584,-72.3287,66.13,65,2,5.08,clear sky
382,Husavik,IS,66.0449,-17.3389,37.31,99,100,36.04,heavy intensity rain
383,Alice Springs,AU,-23.7,133.8833,74.75,12,54,16.11,broken clouds
384,Honiara,SB,-9.4333,159.95,84.65,71,92,5.48,overcast clouds
385,Port Hardy,CA,50.6996,-127.4199,57.38,82,75,16.11,broken clouds
386,Wamba,NG,8.9333,8.6,71.78,92,32,2.68,light rain
387,Shelburne,CA,44.0787,-80.2041,59.67,63,82,8.7,broken clouds
388,Orodara,BF,10.9492,-4.9342,79.18,75,7,5.21,clear sky
389,Baykit,RU,61.67,96.37,35.37,85,100,8.41,overcast clouds
390,La Palma,US,33.8464,-118.0467,84.9,70,90,1.99,overcast clouds
391,Saint Anthony,US,45.0205,-93.218,86.14,48,1,1.99,clear sky
392,Gwadar,PK,25.1216,62.3254,80.65,79,9,3.51,clear sky
393,Kailua,US,21.4022,-157.7394,89.58,69,20,9.22,few clouds
394,Mutsu,JP,41.2894,141.2169,61.12,69,25,12.12,scattered clouds
395,Doboz,HU,46.7333,21.25,64.63,63,0,6.73,light rain
396,Orchard Homes,US,46.8633,-114.0484,87.28,24,1,4.0,clear sky
397,Upington,ZA,-28.4478,21.2561,68.38,14,0,4.61,clear sky
398,Whitehorse,CA,60.7161,-135.0538,39.02,76,90,5.99,light rain
399,Arua,UG,3.0201,30.9111,62.26,91,46,2.33,light rain
400,Santa Maria,BR,-29.6842,-53.8069,65.5,82,0,4.61,clear sky
401,Axim,GH,4.8699,-2.2405,74.5,92,100,4.34,moderate rain
402,Bud,US,39.447,-86.1758,75.29,55,91,7.49,overcast clouds
403,Salinas,US,36.6777,-121.6555,79.57,67,1,13.8,clear sky
404,Antalaha,MG,-14.9003,50.2788,69.19,87,43,8.21,light rain
405,Goderich,CA,43.7501,-81.7165,61.92,63,94,6.91,overcast clouds
406,Venado Tuerto,AR,-33.7456,-61.9688,69.78,50,23,2.21,few clouds
407,Tupik,RU,54.4253,119.9327,42.78,92,98,5.95,light rain
408,Ostrovnoy,RU,68.0531,39.5131,43.81,93,92,12.68,overcast clouds
409,Wewak,PG,-3.5534,143.6268,81.73,81,100,2.3,overcast clouds
410,Kunming,CN,25.0389,102.7183,55.33,94,40,6.71,scattered clouds
411,Tongliao,CN,43.6125,122.2653,62.91,85,100,8.28,light rain
412,Oarai,JP,36.3167,140.6,72.34,65,5,13.33,clear sky
413,Tabou,CI,4.423,-7.3528,74.77,90,100,0.96,light rain
414,Vestmannaeyjar,IS,63.4427,-20.2734,43.16,77,96,10.31,overcast clouds
415,Ust-Kut,RU,56.7938,105.7672,34.79,99,100,3.2,light rain
416,Kasangulu,CD,-4.5911,15.1708,79.74,70,100,2.57,overcast clouds
417,Xuddur,SO,4.1213,43.8894,71.37,70,19,16.17,few clouds
418,Banyo,CM,6.75,11.8167,64.33,91,100,3.33,overcast clouds
419,Kamenka,RU,51.3223,42.7678,47.21,94,100,13.8,light rain
420,Karakol,KG,42.4907,78.3936,55.22,19,0,5.21,clear sky
421,Saint-Pierre,RE,-21.3393,55.4781,71.28,79,90,8.05,overcast clouds
422,Nome,US,64.5011,-165.4064,36.16,75,90,11.5,overcast clouds
423,Deniliquin,AU,-35.5333,144.9667,51.01,49,51,12.5,broken clouds
424,Benalla,AU,-36.55,145.9833,56.98,64,15,9.93,few clouds
425,Kefamenanu,ID,-9.4467,124.4781,74.77,71,65,2.42,broken clouds
426,Igarka,RU,67.4667,86.5833,33.3,75,94,8.84,overcast clouds
427,Puerto Madryn,AR,-42.7692,-65.0385,55.56,25,16,11.34,few clouds
428,Fostoria,US,41.157,-83.4169,78.93,63,21,13.38,few clouds
429,Yoichi,JP,43.2039,140.7703,62.22,68,7,4.07,clear sky
430,San Pedro,PH,14.35,121.0167,79.83,91,90,11.5,overcast clouds
431,Taungdwingyi,MM,20.0167,95.55,74.61,94,100,3.78,light rain
432,Kristianstad,SE,56.0313,14.1524,57.34,97,90,1.01,overcast clouds
433,Bongandanga,CD,1.5,21.05,69.64,97,88,0.85,overcast clouds
434,Aizawl,IN,23.7333,92.7167,63.64,90,56,1.92,broken clouds
435,Nuqui,CO,5.7125,-77.2708,79.59,87,83,6.58,light rain
436,Arang,IN,21.2,81.9667,74.23,94,94,10.51,overcast clouds
437,Kavieng,PG,-2.5744,150.7967,82.11,79,96,9.24,moderate rain
438,Metro,ID,-5.1131,105.3067,74.57,92,60,3.06,broken clouds
439,Moa,CU,20.6569,-74.9403,81.03,78,24,6.51,few clouds
440,Teknaf,BD,20.8624,92.3058,78.3,91,99,5.7,overcast clouds
441,Matara,LK,5.9485,80.5353,77.63,88,100,22.08,overcast clouds
442,Najran,SA,17.4924,44.1277,77.65,20,6,4.54,clear sky
443,Waipawa,NZ,-41.4122,175.5153,45.45,89,100,9.95,light rain
444,Moose Factory,CA,51.2585,-80.6094,48.2,93,90,5.75,overcast clouds
445,Port Blair,IN,11.6667,92.75,79.79,86,100,13.09,overcast clouds
446,Tamale,GH,9.4008,-0.8393,75.6,87,96,2.8,light rain
447,Hyderabad,IN,17.3753,78.4744,72.91,100,75,9.22,mist
448,Cervo,ES,43.6702,-7.4101,67.96,68,100,11.34,overcast clouds
449,Gorontalo,ID,0.5412,123.0595,78.06,80,100,1.52,overcast clouds
450,Sorong,ID,-0.8833,131.25,79.57,83,41,3.47,scattered clouds
451,Singleton,AU,-32.5667,151.1833,62.78,51,3,8.43,clear sky
452,Tadine,NC,-21.55,167.8833,72.03,57,100,8.14,overcast clouds
453,Hamilton,US,39.1834,-84.5333,73.35,52,1,1.01,clear sky
454,Emilio Carranza,MX,19.9711,-96.6114,80.49,76,55,5.48,broken clouds
455,Jumla,NP,29.2747,82.1838,57.63,86,42,2.57,scattered clouds
456,Broome,US,42.2506,-75.833,62.98,62,1,3.0,clear sky
457,Vila Velha,BR,-20.3297,-40.2925,73.35,83,75,13.8,broken clouds
458,Ukiah,US,39.1502,-123.2078,87.51,39,1,0.0,clear sky
459,Centralia,US,46.7162,-122.9543,70.0,67,90,6.91,overcast clouds
460,Prince Rupert,CA,54.3161,-130.3201,55.09,75,90,8.05,light rain
461,Quelimane,MZ,-17.8786,36.8883,73.35,100,0,5.01,clear sky
462,Guarapari,BR,-20.6667,-40.4975,73.29,82,58,13.89,broken clouds
463,Belyy Yar,RU,53.6039,91.3903,33.69,75,40,6.71,scattered clouds
464,Rawah,IQ,34.4816,41.9093,71.08,20,1,10.42,clear sky
465,Abdulino,RU,53.7,53.6667,50.58,73,100,11.77,overcast clouds
466,Cochrane,CA,51.1834,-114.4687,79.21,25,1,20.71,clear sky
467,Okhotsk,RU,59.3833,143.3,45.37,56,6,7.92,clear sky
468,Nan,TH,18.8333,100.6667,70.45,98,88,1.43,overcast clouds
469,Portales,US,34.1862,-103.3344,87.33,29,97,13.53,overcast clouds
470,Mwinilunga,ZM,-11.7358,24.4293,69.66,31,85,3.13,overcast clouds
471,Cumaral,CO,4.2708,-73.4867,75.58,86,64,2.82,broken clouds
472,Mpwapwa,TZ,-6.35,36.4833,62.74,72,9,4.0,clear sky
473,Zhezkazgan,KZ,47.8043,67.7144,60.46,23,100,10.54,overcast clouds
474,Salekhard,RU,66.53,66.6019,28.92,87,51,5.68,broken clouds
475,Eureka,US,40.8021,-124.1637,73.2,68,70,5.55,broken clouds
476,Marabba,SD,12.35,32.1833,75.83,67,90,4.43,overcast clouds
477,Tarko-Sale,RU,64.9225,77.785,32.4,87,4,7.76,clear sky
478,Yulara,AU,-25.2406,130.9889,69.64,19,87,5.75,overcast clouds
479,Dawei,MM,14.0833,98.2,74.26,96,100,3.38,overcast clouds
480,Beringovskiy,RU,63.05,179.3167,36.55,91,98,1.61,overcast clouds
481,Puro,PH,12.4841,123.3827,82.15,77,99,3.24,overcast clouds
482,Bonavista,CA,48.6499,-53.1147,55.4,86,83,13.47,broken clouds
483,Ternate,ID,0.8,127.4,81.21,77,51,3.11,broken clouds
484,Atlantis,ZA,-33.5667,18.4834,59.2,85,6,7.16,clear sky
485,Fallon,US,39.4735,-118.7774,89.46,10,1,3.44,clear sky
486,Harper,LR,4.375,-7.7169,75.13,89,100,1.86,light rain
487,Posse,BR,-14.0931,-46.3694,80.89,34,81,4.68,broken clouds
488,Perumpavur,IN,10.1333,76.4833,76.91,94,90,2.3,drizzle
489,Le Port,RE,-20.9373,55.2919,71.6,79,36,6.4,scattered clouds
490,Alta Floresta,BR,-9.8756,-56.0861,76.82,88,20,3.44,moderate rain
491,Hanting,CN,36.7708,119.2108,66.33,99,100,5.48,light rain
492,Ambilobe,MG,-13.2,49.05,68.25,75,5,3.09,clear sky
493,Kawalu,ID,-7.3817,108.2082,72.12,97,93,1.68,overcast clouds
494,Grenada,ES,37.1882,-3.6067,69.12,54,0,4.0,clear sky
495,Kaseda,JP,31.4167,130.3167,69.03,77,11,10.63,few clouds
496,Birsk,RU,55.4211,55.5428,44.11,86,100,16.98,moderate rain
497,Tilichiki,RU,60.4667,166.1,39.85,94,100,5.23,light rain
498,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.28,84,11,14.12,few clouds
499,Devonport,AU,-41.1667,146.35,49.08,67,49,2.64,scattered clouds
500,Guerrero Negro,MX,27.9769,-114.0611,73.96,63,9,18.75,clear sky
501,Mitsamiouli,KM,-11.3847,43.2844,75.13,74,5,2.95,clear sky
502,Beloha,MG,-25.1667,45.05,70.48,68,14,7.76,few clouds
503,Riachao Das Neves,BR,-11.7461,-44.91,85.86,32,80,3.44,broken clouds
504,Nelson Bay,AU,-32.7167,152.15,63.28,69,11,10.85,few clouds
505,Sechenovo,RU,55.2244,45.8906,47.23,91,100,10.0,moderate rain
506,Ankang,CN,32.68,109.0172,69.22,92,100,1.61,light rain
507,San Jeronimo,PE,-11.9472,-75.2829,56.35,61,81,7.38,broken clouds
508,Inta,RU,66.0317,60.1659,32.99,74,100,6.04,overcast clouds
509,Severo-Kurilsk,RU,50.6789,156.125,51.57,83,82,12.24,broken clouds
510,Mount Darwin,ZW,-16.7725,31.5838,64.04,47,5,4.32,clear sky
511,Marang,MY,5.2056,103.2059,76.93,86,72,3.69,broken clouds
512,Biggar,GB,55.6167,-3.5167,61.09,97,100,4.65,moderate rain
513,Sinnamary,GF,5.3833,-52.95,81.88,77,7,12.64,clear sky
514,Ust-Nera,RU,64.5667,143.2,34.59,75,86,4.5,overcast clouds
515,Novaya Ladoga,RU,60.1025,32.3019,48.99,93,73,5.73,broken clouds
516,Erzin,TR,36.9559,36.2,69.01,30,9,3.06,clear sky
517,Daokou,CN,35.5639,114.5058,63.46,95,100,7.78,light rain
518,Matay,EG,28.419,30.7792,74.12,60,2,10.42,clear sky
519,Monrovia,LR,6.3005,-10.7969,75.36,93,100,7.78,moderate rain
520,Oktyabrskiy,RU,54.4815,53.471,48.22,76,100,14.16,light rain
521,Teguldet,RU,57.3064,88.1667,30.49,96,46,6.04,scattered clouds
522,Morristown,US,36.214,-83.2949,72.3,49,1,4.61,clear sky
523,Pringsewu,ID,-5.3582,104.9744,72.93,96,52,1.36,broken clouds
524,Yantai,CN,37.5333,121.4,65.48,93,100,19.22,moderate rain
525,Teguise,ES,29.0605,-13.564,70.02,83,20,11.5,few clouds
526,Halol,IN,22.5,73.4667,76.23,96,100,3.74,overcast clouds
527,Bandar-E Lengeh,IR,26.5579,54.8807,86.25,63,24,2.62,few clouds
528,Talaya,RU,61.3833,152.75,28.8,81,66,3.18,broken clouds
529,El Alto,PE,-4.2714,-81.2147,65.08,82,98,14.23,overcast clouds
530,Vostok,RU,46.4856,135.8833,54.61,72,61,2.35,broken clouds
531,Mitu,CO,1.1983,-70.1733,77.79,75,94,0.25,overcast clouds
532,Kilrush,IE,52.6397,-9.4833,53.35,75,94,9.04,overcast clouds
533,Tazovskiy,RU,67.4667,78.7,32.68,78,6,2.08,clear sky
534,Nhulunbuy,AU,-12.2333,136.7667,83.01,74,43,8.05,scattered clouds
535,Varia,FR,44.5725,-0.1104,63.01,88,94,4.36,overcast clouds
536,Rio De Janeiro,BR,-22.9028,-43.2075,73.9,79,0,11.5,clear sky
537,Coahuayana,MX,18.7333,-103.6833,85.59,73,99,3.91,overcast clouds
538,Shahr-E Babak,IR,30.1165,55.1186,70.57,11,0,12.12,clear sky
539,Adamovka,RU,51.5223,59.9396,49.26,49,100,14.0,overcast clouds
540,Watertown,US,42.3709,-71.1828,67.95,57,1,1.01,clear sky
541,Gurupa,BR,-1.405,-51.64,77.41,83,83,6.26,moderate rain
542,Altay,CN,47.8667,88.1167,36.54,41,86,1.92,overcast clouds
543,Tarbagatay,RU,51.4803,107.3602,26.13,84,44,1.7,scattered clouds
544,Tocopilla,CL,-22.092,-70.1979,62.65,72,23,6.76,few clouds
545,Hualmay,PE,-11.0964,-77.6139,63.77,80,36,9.06,scattered clouds
546,Ilhabela,BR,-23.7781,-45.3581,68.74,91,15,4.0,few clouds
547,Constantine,DZ,36.365,6.6147,71.01,94,20,16.11,few clouds
548,Teeli,RU,51.0333,90.2333,23.88,63,20,1.95,few clouds
549,Huarmey,PE,-10.0681,-78.1522,64.96,81,39,7.4,scattered clouds
550,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,93,100,7.14,overcast clouds
551,Dunedin,NZ,-45.8742,170.5036,49.8,65,4,4.32,clear sky
552,Mao,ES,39.8885,4.2658,70.36,88,20,4.61,few clouds
553,Bairiki,KI,1.3292,172.9752,86.0,70,20,11.5,few clouds
554,Pangai,TO,-19.8,-174.35,78.91,50,40,6.91,scattered clouds
555,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,76,0,4.47,clear sky
556,Quatre Cocos,MU,-20.2078,57.7625,69.1,83,80,19.53,light rain
557,Oranjemund,NA,-28.55,16.4333,55.92,98,39,5.61,scattered clouds
558,Mirnyy,RU,62.5353,113.9611,32.95,75,100,15.23,overcast clouds
559,Ankara,TR,39.9199,32.8543,59.2,60,0,1.14,clear sky
560,Cravo Norte,CO,6.3017,-70.2041,81.99,70,61,4.9,broken clouds
561,Murom,RU,55.5656,42.0417,47.37,92,98,12.17,overcast clouds
562,Viedma,AR,-40.8135,-62.9967,44.8,40,2,5.19,clear sky
563,Odweyne,SO,9.4092,45.064,77.47,49,84,13.8,broken clouds
564,Sandwick,GB,60.0,-1.25,55.22,100,90,18.41,mist
565,Dingle,PH,10.9995,122.6711,78.57,89,72,3.58,broken clouds
566,Pastavy,BY,55.1168,26.8326,41.88,91,3,4.83,clear sky
567,Nyanza,RW,-2.3519,29.7509,60.78,88,64,3.58,broken clouds
568,Cancun,MX,21.1743,-86.8466,86.05,70,67,7.09,broken clouds
569,Opuwo,NA,-18.0607,13.84,69.89,36,1,6.73,clear sky
570,Mattru,SL,7.6244,-11.8332,74.03,98,100,1.21,moderate rain
571,Vila,PT,42.0304,-8.1588,55.33,92,100,6.8,overcast clouds
572,Kolosovka,RU,56.4678,73.611,29.75,97,28,6.98,scattered clouds
573,Superior,US,46.7208,-92.1041,78.48,50,1,4.61,clear sky
574,Sindor,RU,62.8629,51.8905,38.68,95,100,8.01,overcast clouds
575,Omboue,GA,-1.5746,9.2618,76.39,87,67,5.7,broken clouds
576,Adre,TD,13.4667,22.2,74.35,70,47,5.73,scattered clouds
577,Ritchie,ZA,-29.038,24.6028,61.81,12,0,4.74,clear sky
578,Chiredzi,ZW,-21.05,31.6667,69.37,63,0,7.85,clear sky
579,Colquechaca,BO,-18.6667,-66.0167,43.23,42,32,5.41,scattered clouds
580,Northam,GB,51.0333,-4.2167,64.15,94,100,18.48,overcast clouds
581,Minas,UY,-34.3759,-55.2377,61.27,91,8,7.09,clear sky
582,Erdaojiang,CN,41.7764,126.0319,59.95,97,100,1.61,light rain
583,Beyneu,KZ,45.3167,55.2,55.71,71,0,14.65,clear sky
584,Maragogi,BR,-9.0122,-35.2225,76.23,83,9,14.09,clear sky
585,Russell,US,32.3502,-85.1999,83.48,55,1,5.75,clear sky
586,Agadir,MA,30.4202,-9.5982,66.65,62,0,4.59,clear sky
587,Pa Sang,TH,18.5262,98.9394,77.02,70,100,0.67,overcast clouds
588,Necochea,AR,-38.5473,-58.7368,49.03,67,100,9.93,overcast clouds
589,Port Macquarie,AU,-31.4333,152.9167,63.9,52,98,4.21,overcast clouds
590,Santa Rosa,PH,14.3122,121.1114,80.58,92,98,3.76,overcast clouds
591,Kolondieba,ML,11.0882,-6.8926,75.52,77,94,5.53,overcast clouds
592,Bastia,FR,42.6667,9.3333,76.3,82,0,11.99,clear sky
593,Arlit,NE,18.7369,7.3853,87.21,15,0,9.57,clear sky
594,Cabedelo,BR,-6.9811,-34.8339,77.67,83,30,17.43,scattered clouds
595,Sehwan,PK,26.4279,67.863,84.02,45,8,3.09,clear sky
596,Geraldton,AU,-28.7667,114.6,59.41,77,9,9.22,clear sky
597,Paragominas,BR,-2.9667,-47.4833,74.48,85,66,2.53,broken clouds
598,Rioja,AR,-29.4111,-66.8507,74.17,28,0,7.9,clear sky
599,Male,MV,4.1748,73.5089,79.63,80,100,22.24,moderate rain
600,Nabire,ID,-3.3667,135.4833,79.9,81,95,1.63,overcast clouds
601,Kudat,MY,6.8837,116.8477,77.29,100,20,2.3,few clouds
602,Neya,RU,58.2972,43.8681,47.07,95,99,8.01,overcast clouds
603,Ixtapa,MX,20.7,-105.2,86.23,79,52,1.99,broken clouds
604,Akureyri,IS,65.6835,-18.0878,37.33,87,90,18.41,overcast clouds
605,Piet Retief,ZA,-27.0071,30.8132,55.22,87,2,1.63,clear sky
606,Kasongo,CD,-4.45,26.6667,69.06,91,100,1.95,overcast clouds
607,Shenjiamen,CN,29.9576,122.298,77.22,87,43,7.99,scattered clouds
608,Road Town,VG,18.4167,-64.6167,86.04,70,20,5.75,few clouds
609,Codrington,AU,-38.2667,141.9667,53.91,66,89,9.44,overcast clouds
610,Calvinia,ZA,-31.4707,19.776,64.29,46,55,3.67,broken clouds
611,Ust-Tsilma,RU,65.441,52.1498,38.8,95,100,6.64,overcast clouds
612,Emmett,US,43.8735,-116.4993,88.02,17,2,9.15,clear sky
613,Carutapera,BR,-1.195,-46.02,78.89,79,30,8.9,scattered clouds
614,Sri Aman,MY,1.2376,111.4621,77.09,100,100,0.0,overcast clouds
615,Shieli,KZ,44.1667,66.75,59.11,64,71,18.52,broken clouds
616,Sisimiut,GL,66.9395,-53.6735,26.92,54,0,7.99,clear sky
617,Aripuana,BR,-9.1667,-60.6333,76.95,78,69,3.74,broken clouds
618,Kauhajoki,FI,62.4333,22.1833,42.76,84,67,5.41,broken clouds
619,Puerto Escondido,MX,15.85,-97.0667,83.89,73,68,3.24,broken clouds
620,Bilibino,RU,68.0546,166.4372,29.1,97,100,13.6,snow
621,Witu,KE,-2.3889,40.4382,77.16,79,14,12.53,few clouds
622,Swift Current,CA,50.2834,-107.8014,81.41,24,1,20.71,clear sky
623,Humaita,BR,-7.5061,-63.0208,81.07,64,54,2.51,broken clouds
624,Balkanabat,TM,39.5108,54.3671,62.35,59,0,2.93,clear sky
625,Kurilsk,RU,45.2333,147.8833,57.0,74,1,7.27,clear sky
626,Rrogozhine,AL,41.0764,19.6653,57.38,59,2,3.87,clear sky
627,Bandarban,BD,22.1965,92.2262,75.11,99,100,1.63,overcast clouds
628,Praia,CV,14.9215,-23.5087,79.34,78,20,12.66,few clouds
629,Sarahan,IN,31.5167,77.8,58.59,75,0,4.29,clear sky
630,Emerald,AU,-23.5333,148.1667,70.34,68,90,14.97,overcast clouds
631,Mumford,GH,5.2618,-0.759,75.24,91,87,9.53,light rain
632,New Ross,IE,52.3967,-6.9367,54.09,93,100,2.59,moderate rain
633,Aksum,ET,14.1245,38.7244,54.84,93,12,2.84,few clouds
634,Mezibori,CZ,50.6212,13.5987,62.96,93,95,2.46,overcast clouds
635,Churapcha,RU,62.0025,132.4325,35.22,84,95,6.15,overcast clouds
636,Rocha,UY,-34.4833,-54.3333,55.53,92,9,3.96,clear sky
637,Zlotoryja,PL,51.1264,15.9198,63.86,80,25,4.94,scattered clouds
638,Micheweni,TZ,-4.9667,39.8333,75.25,79,6,10.29,clear sky
639,Codajas,BR,-3.8367,-62.0569,76.78,86,89,2.62,moderate rain
640,Hutchinson,US,38.0608,-97.9298,94.51,21,0,5.01,clear sky
641,Abha,SA,18.2164,42.5053,66.45,22,0,4.61,clear sky
642,Wolfeboro,US,43.584,-71.2073,63.21,71,12,4.18,few clouds
643,Gao,ML,16.6362,1.637,91.8,11,1,6.17,clear sky
644,Chapais,CA,49.7834,-74.8492,53.38,81,100,3.85,overcast clouds
645,Gobabis,NA,-22.45,18.9667,68.29,17,1,14.88,clear sky
646,Tuy Hoa,VN,13.0833,109.3,76.23,92,52,2.35,broken clouds
647,Artyom,AZ,40.4723,50.333,64.54,60,0,13.69,clear sky
648,Jibuti,DJ,11.5,42.5,89.02,44,26,3.91,scattered clouds
649,Koster,ZA,-25.863,26.8976,64.13,35,38,14.2,scattered clouds
650,Chalus,IR,36.655,51.4204,60.26,77,0,2.3,clear sky
651,Genhe,CN,50.7833,121.5167,40.05,89,18,9.19,few clouds
652,Saratoga Springs,US,43.0831,-73.7846,63.79,72,28,6.62,scattered clouds
653,Mombetsu,JP,44.3525,143.3525,59.52,67,0,3.29,clear sky
654,San Vicente,AR,-26.6167,-54.1333,64.96,48,0,3.65,clear sky
655,Tamasi,HU,46.6333,18.2833,65.68,67,30,2.82,scattered clouds
656,Verkhoyansk,RU,67.5447,133.385,34.86,81,76,2.24,broken clouds
657,Mangai,CD,-4.05,19.5333,71.85,91,100,1.79,light rain
658,Zabid,YE,14.1951,43.3152,86.36,72,9,7.78,clear sky
659,Kiama,AU,-34.6833,150.8667,58.37,79,100,1.99,overcast clouds
660,Guhagar,IN,17.4842,73.1929,75.45,92,87,2.46,overcast clouds
661,Macaubas,BR,-13.0194,-42.6986,80.4,37,89,8.93,overcast clouds
662,Gidam,IN,18.9833,81.4,72.61,97,100,11.32,moderate rain
663,Pinsk,BY,52.1229,26.0951,44.82,89,21,6.64,few clouds
664,Kadhan,PK,24.481,68.9859,82.45,77,52,10.67,broken clouds
665,Campeche,MX,19.0,-90.5,84.63,64,99,4.99,overcast clouds
666,Novyy Urgal,RU,51.0736,132.5642,49.95,76,100,0.6,overcast clouds
667,Gazanjyk,TM,39.2446,55.5154,60.1,67,28,2.57,scattered clouds
668,Kutum,SD,14.2,24.6667,71.1,68,33,8.86,scattered clouds
669,Lincoln,US,40.8,-96.667,93.87,29,1,3.0,clear sky
670,Sistranda,NO,63.7256,8.834,58.96,90,100,6.46,overcast clouds
671,Navalmoral De La Mata,ES,39.8916,-5.5406,64.96,62,99,1.28,overcast clouds
672,Ishigaki,JP,24.3448,124.1572,80.73,89,20,6.91,few clouds
673,Denpasar,ID,-8.65,115.2167,78.46,83,20,6.91,few clouds
